3,2,0.117755,1,36,7
-4,0,0.073324,1,36,9
0,1,0.124939,1,37,1
3,2,0.121578,1,37,7
-4,1,0.072718,1,37,9
0,1,0.128071,1,38,1
3,2,0.125088,1,38,7
-3,1,0.072325,1,38,9
0,1,0.132774,1,39,1
3,2,0.129407,1,39,7
-3,1,0.072420,1,39,9
0,1,0.136761,1,40,1
3,2,0.133604,1,40,7
-3,1,0.072655,1,40,9
0,1,0.142682,1,41,1
3,2,0.137173,1,41,7
-3,1,0.072918,1,41,9
0,1,0.148911,1,42,1
3,2,0.140613,1,42,7
-3,1,0.073914,1,42,9
0,0,0.154731,1,43,1
3,1,0.143476,1,43,7
-3,1,0.075142,1,43,9
0,0,0.158788,1,44,1
4,1,0.145002,1,44,7
-3,1,0.076486,1,44,9
0,0,0.168989,1,45,1
4,1,0.146169,1,45,7
-3,1,0.077780,1,45,9
1,0,0.179191,1,46,1
4,1,0.147832,1,46,7
-3,1,0.079858,1,46,9
1,0,0.188238,1,47,1
4,1,0.148471,1,47,7
-3,1,0.081663,1,47,9
1,0,0.197233,1,48,1
4,1,0.149970,1,48,7
-3,1,0.083003,1,48,9
1,0,0.208928,1,49,1
4,1,0.151304,1,49,7
-3,1,0.083884,1,49,9
1,0,0.219078,1,50,1
4,1,0.151585,1,50,7
-3,1,0.086069,1,50,9
1,0,0.228409,1,51,1
4,1,0.150992,1,51,7
-3,1,0.087381,1,51,9
1,0,0.233411,1,52,1
5,1,0.150189,1,52,7
-3,1,0.087726,1,52,9
1,-1,0.239393,1,53,1
5,1,0.148843,1,53,7
-3,1,0.087218,1,53,9
1,-1,0.255128,1,54,1
5,1,0.147035,1,54,7
-3,1,0.087074,1,54,9
1,-1,0.267298,1,55,1
5,1,0.145525,1,55,7
-3,0,0.087176,1,55,9
1,-1,0.278752,1,56,1
5,1,0.144998,1,56,7
-3,0,0.087046,1,56,9
2,-1,0.288974,1,57,1
5,1,0.142020,1,57,7
-3,0,0.086426,1,57,9
2,-1,0.299900,1,58,1
5,1,0.136165,1,58,7
-3,0,0.085597,1,58,9
2,-1,0.311082,1,59,1
4,2,0.131490,1,59,7
-3,0,0.084955,1,59,9
2,-1,0.322059,1,60,1
4,2,0.130992,1,60,7
-3,0,0.084206,1,60,9
4,2,0.130612,1,61,7
-3,0,0.083149,1,61,9
4,2,0.130440,1,62,7
-3,0,0.081907,1,62,9
4,2,0.130906,1,63,7
-3,0,0.080768,1,63,9
4,2,0.132671,1,64,7
-3,0,0.079359,1,64,9
4,2,0.134998,1,65,7
-4,0,0.076484,1,65,9
4,2,0.138240,1,66,7
-4,0,0.074909,1,66,9
4,1,0.140575,1,67,7
-4,0,0.073006,1,67,9
4,1,0.143374,1,68,7
-4,0,0.070954,1,68,9
3,1,0.149144,1,69,7
-4,0,0.068467,1,69,9
3,1,0.153305,1,70,7
-4,0,0.066563,1,70,9
3,1,0.155033,1,71,7
-4,0,0.064900,1,71,9
3,1,0.155753,1,72,7
-4,1,0.063295,1,72,9
4,1,0.155996,1,73,7
-4,1,0.061806,1,73,9
4,1,0.155852,1,74,7
-4,1,0.061708,1,74,9
4,1,0.156823,1,75,7
-4,1,0.061708,1,75,9
4,1,0.157581,1,76,7
-4,1,0.058985,1,76,9
4,1,0.158434,1,77,7
-4,1,0.057655,1,77,9
4,1,0.159860,1,78,7
-4,1,0.056793,1,78,9
4,1,0.160137,1,79,7
-4,1,0.055715,1,79,9
4,1,0.160137,1,80,7
-4,2,0.054522,1,80,9
4,1,0.160442,1,81,7
-5,2,0.053267,1,81,9
4,1,0.161038,1,82,7
-5,2,0.052571,1,82,9
4,1,0.165890,1,83,7
-5,2,0.051450,1,83,9
4,1,0.171355,1,84,7
-5,2,0.049530,1,84,9
4,1,0.178387,1,85,7
-5,2,0.048193,1,85,9
4,1,0.183893,1,86,7
-5,2,0.047060,1,86,9
4,0,0.191593,1,87,7
-5,2,0.045956,1,87,9
4,0,0.200588,1,88,7
-5,3,0.044805,1,88,9
4,0,0.209485,1,89,7
-5,3,0.043821,1,89,9
4,0,0.219523,1,90,7
-5,3,0.043324,1,90,9
4,0,0.230812,1,91,7
-5,3,0.041766,1,91,9
3,0,0.242585,1,92,7
-5,3,0.040693,1,92,9
3,0,0.253493,1,93,7
-5,3,0.039897,1,93,9
3,0,0.267263,1,94,7
-5,3,0.039675,1,94,9
3,0,0.279826,1,95,7
-5,3,0.039760,1,95,9
3,-1,0.299584,1,96,7
-5,3,0.039940,1,96,9
-5,3,0.040162,1,97,9
-5,3,0.040342,1,98,9
-5,3,0.040620,1,99,9
-5,3,0.041221,1,100,9
-5,3,0.042198,1,101,9
-5,3,0.043138,1,102,9
-5,3,0.044515,1,103,9
-4,3,0.045799,1,104,9
-4,3,0.046914,1,105,9
-4,3,0.048046,1,106,9
-4,3,0.049065,1,107,9
-4,3,0.050604,1,108,9
-4,3,0.051868,1,109,9
-4,3,0.053354,1,110,9
-4,3,0.055199,1,111,9
-3,3,0.056790,1,112,9
-3,2,0.058274,1,113,9
-3,2,0.060421,1,114,9
-3,2,0.061948,1,115,9
-3,2,0.063658,1,116,9
-3,2,0.065477,1,117,9
-3,2,0.067099,1,118,9
-2,2,0.069261,1,119,9
-2,2,0.071264,1,120,9
-2,2,0.073367,1,121,9
-2,2,0.075827,1,122,9
-2,2,0.078536,1,123,9
-2,2,0.081569,1,124,9
-2,2,0.084887,1,125,9
-2,1,0.087797,1,126,9
-2,1,0.091490,1,127,9
-2,1,0.093239,1,128,9
-2,1,0.094176,1,129,9
-2,1,0.095653,1,130,9
-2,1,0.097210,1,131,9
-2,1,0.099293,1,132,9
-1,1,0.102234,1,133,9
-1,1,0.106371,1,134,9
-1,1,0.111506,1,135,9
-1,0,0.115656,1,136,9
-1,0,0.119408,1,137,9
-1,0,0.123673,1,138,9
-1,0,0.128727,1,139,9
-1,0,0.133529,1,140,9
-1,0,0.139159,1,141,9
-1,0,0.143848,1,142,9
-1,0,0.148965,1,143,9
-1,0,0.153584,1,144,9
-1,0,0.156286,1,145,9
0,0,0.159822,1,146,9
0,0,0.162923,1,147,9
0,0,0.168017,1,148,9
0,0,0.173025,1,149,9
0,0,0.176959,1,150,9
0,0,0.179517,1,151,9
0,0,0.183986,1,152,9
0,0,0.186413,1,153,9
0,0,0.190160,1,154,9
0,0,0.195819,1,155,9
0,-1,0.200676,1,156,9
0,-1,0.205090,1,157,9
0,-1,0.209569,1,158,9
0,-1,0.213127,1,159,9
0,-1,0.216308,1,160,9
0,-1,0.217178,1,161,9
0,-1,0.217505,1,162,9
0,-1,0.216146,1,163,9
0,-1,0.212774,1,164,9
0,-1,0.207608,1,165,9
-1,-1,0.200869,1,166,9
-1,-1,0.192412,1,167,9
-1,-1,0.186807,1,168,9
-1,-1,0.184206,1,169,9
-1,-2,0.183665,1,170,9
-1,-2,0.182760,1,171,9
-1,-2,0.181806,1,172,9
-1,-2,0.179305,1,173,9
-1,-2,0.175625,1,174,9
-2,-2,0.170800,1,175,9
-2,-2,0.165165,1,176,9
-2,-2,0.161437,1,177,9
-2,-2,0.157924,1,178,9
-2,-2,0.153986,1,179,9
-2,-2,0.149824,1,180,9
-2,-2,0.143116,1,181,9
-2,-2,0.138613,1,182,9
-2,-2,0.132523,1,183,9
-3,-2,0.126558,1,184,9
-3,-2,0.123025,1,185,9
-3,-2,0.120860,1,186,9
-3,-2,0.118691,1,187,9
-3,-2,0.116610,1,188,9
-3,-2,0.114110,1,189,9
-3,-2,0.111298,1,190,9
-3,-1,0.108219,1,191,9
-3,-1,0.104906,1,192,9
-3,-1,0.103777,1,193,9
-3,-1,0.099024,1,194,9
-3,-1,0.093989,1,195,9
-4,-1,0.089510,1,196,9
-4,-1,0.085802,1,197,9
-4,-1,0.082616,1,198,9
-4,-1,0.079938,1,199,9
